# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
304711,19,12,820,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/820
304711,20,13,700,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/700
304711,22,14,580,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/580
304711,23,15,430,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/430
304711,24,16,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
304711,25,17,140,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/140
315633,1,1,1300,HLT_Mu19_v2/1,ONE,L1_SingleMu10_LowQ/1300
315633,5,2,1300,HLT_Mu19_v2/1,ONE,L1_SingleMu10_LowQ/1300
315645,1,2,1300,HLT_Mu19_v2/1,ONE,L1_SingleMu10_LowQ/1300
315646,1,2,1300,HLT_Mu19_v2/1,ONE,L1_SingleMu10_LowQ/1300
315647,1,2,1300,HLT_Mu19_v2/1,ONE,L1_SingleMu10_LowQ/1300
315641,1,2,1300,HLT_Mu19_v2/1,ONE,L1_SingleMu10_LowQ/1300
315642,1,2,1300,HLT_Mu19_v2/1,ONE,L1_SingleMu10_LowQ/1300
315644,1,2,1300,HLT_Mu19_v2/1,ONE,L1_SingleMu10_LowQ/1300
315640,1,2,1300,HLT_Mu19_v2/1,ONE,L1_SingleMu10_LowQ/1300
302978,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
304350,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
304350,15,3,980,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/980
304350,16,9,140,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/140
304350,18,17,140,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/140
304354,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
304354,80,1,1300,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1300
304738,1,1,1300,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1300
304738,365,2,1100,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1100
304738,489,3,980,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/980
304738,563,4,820,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/820
304738,631,5,700,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/700
304738,769,6,580,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/580
304738,1332,7,430,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/430
304738,1579,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
304740,1,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
304722,1,0,2500,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/2500
304722,4,1,1300,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1300
304722,7,2,1100,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1100
304722,9,3,980,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/980
304722,11,4,820,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/820
304722,12,5,700,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/700
304722,13,6,580,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/580
304722,14,7,430,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/430
304722,15,8,280,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/280
304722,16,9,140,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/140
304722,17,10,1300,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1300
304722,18,11,1100,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/1100
304722,19,12,980,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/980
304722,20,13,820,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/820
304722,21,14,700,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/700
304722,22,15,580,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/580
304722,23,16,430,HLT_Mu19_v1/1,ONE,L1_SingleMu10_LowQ/430
